time_stamp,Height,Temperature,Tilt,lfilter,mov_avg,min_avg,device_id,inter_pol
2020-05-09,90.66666666666667,13.166666666666666,1.6111111111111112,14.698148148148148,,,70B3D500700016E5,89.54385964912281
2020-05-10,88.42105263157895,20.263157894736842,1.3157894736842106,41.74561403508771,89.54385964912281,86.0,70B3D500700016E5,89.54385964912281
2020-05-11,106.0,7.0,1.35,72.06833333333331,97.21052631578948,83.8,70B3D500700016E5,97.21052631578948
2020-05-12,135.23809523809524,10.714285714285714,1.5238095238095237,102.54761904761905,120.61904761904762,84.0952380952381,70B3D500700016E5,120.61904761904762
2020-05-13,132.0952380952381,11.904761904761905,1.619047619047619,118.80952380952381,133.66666666666669,127.23809523809524,70B3D500700016E5,133.66666666666669
2020-05-14,130.85714285714286,14.333333333333334,1.380952380952381,131.36507936507937,131.47619047619048,126.0,70B3D500700016E5,131.47619047619048
2020-05-15,125.86666666666666,17.933333333333334,1.8,131.6955555555556,128.36190476190475,124.93333333333334,70B3D500700016E5,128.36190476190475
2020-05-16,,12.435493202198439,1.3906139106821547,,,,70B3D500700016E5,122.34126984126983
2020-05-17,110.0,12.0,1.0,129.64999999999998,,110.0,70B3D500700016E5,116.32063492063492
2020-05-18,110.6,18.55,1.45,125.775,110.3,109.0,70B3D500700016E5,110.3
2020-05-19,108.19047619047619,24.19047619047619,1.619047619047619,117.67142857142856,109.39523809523808,102.0,70B3D500700016E5,109.39523809523808
2020-05-20,107.71428571428571,21.285714285714285,1.4761904761904763,111.06190476190473,107.95238095238095,102.66666666666667,70B3D500700016E5,107.95238095238095
2020-05-21,102.26666666666667,26.933333333333334,1.6,107.51111111111112,104.99047619047619,101.46666666666667,70B3D500700016E5,104.99047619047619
2020-05-22,107.05263157894737,20.0,1.3157894736842106,105.59649122807022,104.65964912280702,96.0,70B3D500700016E5,104.65964912280702
2020-05-23,136.08695652173913,11.91304347826087,1.391304347826087,111.54927536231878,121.56979405034326,96.17391304347827,70B3D500700016E5,121.56979405034326
2020-05-24,133.9047619047619,12.904761904761905,1.4285714285714286,122.64126984126982,134.99585921325053,126.47619047619048,70B3D500700016E5,134.99585921325053
2020-05-25,129.2941176470588,17.11764705882353,1.4705882352941178,132.14509803921572,131.59943977591035,128.7058823529412,70B3D500700016E5,131.59943977591035
2020-05-26,124.3,17.25,1.4,131.54999999999998,126.79705882352943,123.0,70B3D500700016E5,126.79705882352943
2020-05-27,123.26315789473684,22.526315789473685,1.5789473684210527,127.49473684210527,123.78157894736843,119.57894736842105,70B3D500700016E5,123.78157894736843
2020-05-28,118.73684210526316,19.842105263157894,1.3157894736842106,123.88070175438598,121.00000000000001,117.36842105263158,70B3D500700016E5,121.00000000000001
2020-05-29,117.57142857142857,27.5,1.5,121.35714285714289,118.15413533834588,114.14285714285714,70B3D500700016E5,118.15413533834588
2020-05-30,114.84210526315789,19.31578947368421,1.1578947368421053,119.26315789473689,116.20676691729324,113.6842105263158,70B3D500700016E5,116.20676691729324
2020-05-31,111.82608695652173,20.347826086956523,1.173913043478261,115.90869565217388,113.33409610983983,110.08695652173913,70B3D500700016E5,113.33409610983983
2020-06-01,109.21739130434783,22.217391304347824,1.434782608695652,112.95797101449271,110.5217391304348,108.17391304347827,70B3D500700016E5,110.5217391304348
2020-06-02,106.3157894736842,24.05263157894737,1.263157894736842,110.10526315789474,107.76659038901603,103.6842105263158,70B3D500700016E5,107.76659038901603
2020-06-03,99.9047619047619,22.571428571428573,1.380952380952381,107.01428571428572,103.11027568922307,98.85714285714286,70B3D500700016E5,103.11027568922307
2020-06-04,102.0,13.75,1.375,103.5791666666667,100.95238095238096,96.0,70B3D500700016E5,100.95238095238096
2020-06-05,113.9090909090909,11.5,1.5454545454545454,102.30454545454553,107.95454545454547,96.0,70B3D500700016E5,107.95454545454547
2020-06-06,131.68421052631578,12.526315789473685,1.7894736842105263,111.10350877192985,122.79665071770336,97.78947368421052,70B3D500700016E5,122.79665071770336
2020-06-07,130.0,15.227272727272727,1.5454545454545454,120.96060606060615,130.84210526315792,128.0,70B3D500700016E5,130.84210526315792
2020-06-08,128.63636363636363,16.5,1.8181818181818181,129.6075757575758,129.3181818181818,125.9090909090909,70B3D500700016E5,129.3181818181818
2020-06-09,123.61904761904762,15.142857142857142,1.380952380952381,128.92698412698414,126.12770562770564,120.66666666666667,70B3D500700016E5,126.12770562770564
2020-06-10,112.6,14.1,1.75,124.21666666666661,118.10952380952382,112.0,70B3D500700016E5,118.10952380952382
2020-06-11,114.1,15.4,1.7,118.98833333333334,113.35000000000001,112.0,70B3D500700016E5,113.35000000000001
2020-06-12,123.6,23.95,1.55,115.50166666666671,118.85000000000001,110.8,70B3D500700016E5,118.85000000000001
2020-06-13,128.95238095238096,25.095238095238095,1.4285714285714286,119.89841269841273,126.2761904761905,111.52380952380952,70B3D500700016E5,126.2761904761905
2020-06-14,124.27272727272727,17.09090909090909,1.3181818181818181,124.51060606060604,126.61255411255414,122.9090909090909,70B3D500700016E5,126.61255411255414
2020-06-15,121.21739130434783,17.347826086956523,1.173913043478261,125.9043478260869,122.74505928853756,118.95652173913044,70B3D500700016E5,122.74505928853756
2020-06-16,118.55555555555556,16.055555555555557,1.2222222222222223,122.45740740740742,119.8864734299517,116.0,70B3D500700016E5,119.8864734299517
2020-06-17,121.33333333333333,19.88888888888889,1.6111111111111112,120.84999999999998,119.94444444444446,116.0,70B3D500700016E5,119.94444444444446
