,id,deveui,unix_time,client_id,created_at,Status,Sensor ID,Events,Height,Voltage,Temperature,Tilt,Tx Event,Messagetype
2118,598982,70B3D5007000177C,1588995646710,hi3,2020-05-09 05:40:46.876519,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,90 cm,3620 mV,16 C,0 Degree,122 Times,
2117,602526,70B3D5007000177C,1589046046309,hi3,2020-05-09 19:40:46.486563,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,68 cm,3640 mV,19 C,0 Degree,136 Times,
2116,604805,70B3D5007000177C,1589078444897,hi3,2020-05-10 04:40:45.043603,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,70 cm,3630 mV,14 C,0 Degree,145 Times,
2115,605084,70B3D5007000177C,1589082063108,hi3,2020-05-10 05:41:03.250797,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,70 cm,3630 mV,16 C,0 Degree,146 Times,
2114,606874,70B3D5007000177C,1589107243893,hi3,2020-05-10 12:40:44.006544,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,58 cm,3650 mV,27 C,0 Degree,153 Times,
2113,607137,70B3D5007000177C,1589110843711,hi3,2020-05-10 13:40:43.823425,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,58 cm,3650 mV,37 C,1 Degree,154 Times,
2112,608923,70B3D5007000177C,1589136044091,hi3,2020-05-10 20:40:44.279886,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,68 cm,3640 mV,18 C,0 Degree,161 Times,
2111,609202,70B3D5007000177C,1589139644031,hi3,2020-05-10 21:40:44.216867,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,70 cm,3640 mV,21 C,0 Degree,162 Times,
2110,610230,70B3D5007000177C,1589154043461,hi3,2020-05-11 01:40:43.63244,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,76 cm,3630 mV,17 C,0 Degree,166 Times,
2109,611013,70B3D5007000177C,1589164842975,hi3,2020-05-11 04:40:43.134528,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,76 cm,3630 mV,18 C,0 Degree,169 Times,
2108,611289,70B3D5007000177C,1589168443066,hi3,2020-05-11 05:40:43.279806,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,64 cm,3620 mV,13 C,0 Degree,170 Times,
2107,613129,70B3D5007000177C,1589193642374,hi3,2020-05-11 12:40:42.506219,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,68 cm,3610 mV,11 C,0 Degree,177 Times,
2106,617240,70B3D5007000177C,1589251242335,hi3,2020-05-12 04:40:42.50141,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,60 cm,3600 mV,7 C,0 Degree,193 Times,
2105,617530,70B3D5007000177C,1589254854477,hi3,2020-05-12 05:40:54.804583,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,60 cm,3600 mV,7 C,0 Degree,194 Times,
2104,618122,70B3D5007000177C,1589262042157,hi3,2020-05-12 07:40:42.308548,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,62 cm,3600 mV,8 C,0 Degree,196 Times,
2103,619474,70B3D5007000177C,1589280041540,hi3,2020-05-12 12:40:41.673014,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,64 cm,3650 mV,32 C,0 Degree,201 Times,
2102,622245,70B3D5007000177C,1589316041675,hi3,2020-05-12 22:40:41.858824,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,48 cm,3620 mV,13 C,0 Degree,211 Times,
2101,623935,70B3D5007000177C,1589337641073,hi3,2020-05-13 04:40:41.233756,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,48 cm,3610 mV,9 C,0 Degree,217 Times,
2100,1810350,70B3D5007000177C,1599932493791,FES Receiver,2020-09-12 19:41:34.041908,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,58 cm,3640 mV,26 C,0 Degree,88 Times,
2099,1810998,70B3D5007000177C,1599935539906,FES Receiver,2020-09-12 20:32:20.108704,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,58 cm,3630 mV,24 C,0 Degree,89 Times,
2098,1811795,70B3D5007000177C,1599939139851,FES Receiver,2020-09-12 21:32:20.051652,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,64 cm,3630 mV,23 C,0 Degree,90 Times,
2097,1812600,70B3D5007000177C,1599942739281,FES Receiver,2020-09-12 22:32:19.481159,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,102 cm,3630 mV,21 C,0 Degree,91 Times,
2096,1813386,70B3D5007000177C,1599946339136,FES Receiver,2020-09-12 23:32:19.335013,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,98 cm,3630 mV,21 C,0 Degree,92 Times,
2095,1814199,70B3D5007000177C,1599949939011,FES Receiver,2020-09-13 00:32:19.2101,"['SS', 'Standalone', 'version_184']",7000177c,SENS_EVENT_MEASURE,98 cm,3630 mV,20 C,0 Degree,93 Times,
