,id,deveui,unix_time,client_id,created_at,Status,Sensor ID,Events,Height,Voltage,Temperature,Tilt,Tx Event,Messagetype
7315,597763,70B3D5007000170F,1588978108609,hi3,2020-05-09 00:48:28.789196,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,72 cm,3570 mV,20 C,0 Degree,0 Times,
7314,597995,70B3D5007000170F,1588981708400,hi3,2020-05-09 01:48:28.58019,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,70 cm,3570 mV,17 C,1 Degree,1 Times,
7313,598239,70B3D5007000170F,1588985308191,hi3,2020-05-09 02:48:28.368162,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,70 cm,3570 mV,16 C,1 Degree,2 Times,
7312,598737,70B3D5007000170F,1588992507793,hi3,2020-05-09 04:48:27.959923,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,72 cm,3570 mV,16 C,2 Degree,4 Times,
7311,599007,70B3D5007000170F,1588996107386,hi3,2020-05-09 05:48:27.549609,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,72 cm,3570 mV,18 C,1 Degree,5 Times,
7310,599519,70B3D5007000170F,1589003306987,hi3,2020-05-09 07:48:27.142768,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,72 cm,3580 mV,17 C,1 Degree,7 Times,
7309,599761,70B3D5007000170F,1589006906778,hi3,2020-05-09 08:48:26.930082,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,72 cm,3590 mV,18 C,1 Degree,8 Times,
7308,600019,70B3D5007000170F,1589010506589,hi3,2020-05-09 09:48:26.737093,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,72 cm,3590 mV,22 C,1 Degree,9 Times,
7307,600260,70B3D5007000170F,1589014106400,hi3,2020-05-09 10:48:26.548459,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,70 cm,3610 mV,22 C,1 Degree,10 Times,
7306,600510,70B3D5007000170F,1589017706171,hi3,2020-05-09 11:48:26.313047,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,76 cm,3610 mV,23 C,2 Degree,11 Times,
7305,600752,70B3D5007000170F,1589021305963,hi3,2020-05-09 12:48:26.102891,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,72 cm,3610 mV,23 C,1 Degree,12 Times,
7304,600994,70B3D5007000170F,1589024905739,hi3,2020-05-09 13:48:25.875579,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,70 cm,3610 mV,23 C,0 Degree,13 Times,
7303,601242,70B3D5007000170F,1589028505465,hi3,2020-05-09 14:48:25.598216,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,62 cm,3600 mV,21 C,1 Degree,14 Times,
7302,601506,70B3D5007000170F,1589032105245,hi3,2020-05-09 15:48:25.375392,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,74 cm,3600 mV,20 C,1 Degree,15 Times,
7301,601748,70B3D5007000170F,1589035705047,hi3,2020-05-09 16:48:25.172116,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,70 cm,3600 mV,18 C,1 Degree,16 Times,
7300,602001,70B3D5007000170F,1589039304818,hi3,2020-05-09 17:48:24.941591,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,68 cm,3600 mV,18 C,0 Degree,17 Times,
7299,602548,70B3D5007000170F,1589046506082,hi3,2020-05-09 19:48:26.255901,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,68 cm,3600 mV,19 C,1 Degree,19 Times,
7298,602815,70B3D5007000170F,1589050105853,hi3,2020-05-09 20:48:26.023653,"['SS', 'Standalone', 'version_184']",7000170f,SENS_EVENT_MEASURE,68 cm,3600 mV,18 C,2 Degree,20 Times,
