,id,deveui,unix_time,client_id,created_at,Status,Sensor ID,Events,Height,Voltage,Temperature,Tilt,Tx Event,Messagetype
7149,597779,70B3D500700016F7,1588978239160,hi3,2020-05-09 00:50:39.340565,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,54 cm,3590 mV,12 C,1 Degree,119 Times,
7148,598021,70B3D500700016F7,1588981839025,hi3,2020-05-09 01:50:39.200362,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,26 cm,3590 mV,12 C,1 Degree,120 Times,
7147,598514,70B3D500700016F7,1588989038529,hi3,2020-05-09 03:50:38.698726,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,54 cm,3580 mV,13 C,1 Degree,122 Times,
7146,598767,70B3D500700016F7,1588992638390,hi3,2020-05-09 04:50:38.558429,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,54 cm,3580 mV,10 C,1 Degree,123 Times,
7145,599033,70B3D500700016F7,1588996238251,hi3,2020-05-09 05:50:38.415937,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,54 cm,3570 mV,10 C,0 Degree,124 Times,
7144,599290,70B3D500700016F7,1588999838112,hi3,2020-05-09 06:50:38.283733,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,54 cm,3580 mV,11 C,0 Degree,125 Times,
7143,599544,70B3D500700016F7,1589003438035,hi3,2020-05-09 07:50:38.191477,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,56 cm,3590 mV,12 C,0 Degree,126 Times,
7142,599786,70B3D500700016F7,1589007037800,hi3,2020-05-09 08:50:37.952418,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,56 cm,3600 mV,12 C,1 Degree,127 Times,
7141,600046,70B3D500700016F7,1589010637826,hi3,2020-05-09 09:50:37.975016,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,26 cm,3600 mV,15 C,1 Degree,128 Times,
7140,600291,70B3D500700016F7,1589014237593,hi3,2020-05-09 10:50:37.740455,"['SS', 'Standalone', 'version_184']",700016f7,SENS_EVENT_MEASURE,72 cm,3610 mV,18 C,2 Degree,129 Times,
