,id,deveui,unix_time,client_id,created_at,Status,Sensor ID,Events,Height,Voltage,Temperature,Tilt,Tx Event,Messagetype
7855,597722,70B3D500700016F1,1588977263665,hi3,2020-05-09 00:34:23.845544,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,84 cm,3560 mV,15 C,0 Degree,224 Times,
7854,597958,70B3D500700016F1,1588980863522,hi3,2020-05-09 01:34:23.699359,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,84 cm,3560 mV,15 C,1 Degree,225 Times,
7853,598192,70B3D500700016F1,1588984463373,hi3,2020-05-09 02:34:23.547372,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,84 cm,3560 mV,13 C,1 Degree,226 Times,
7852,598452,70B3D500700016F1,1588988063225,hi3,2020-05-09 03:34:23.395129,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,84 cm,3560 mV,14 C,0 Degree,227 Times,
7851,598965,70B3D500700016F1,1588995262940,hi3,2020-05-09 05:34:23.110478,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,84 cm,3560 mV,15 C,0 Degree,229 Times,
7850,599477,70B3D500700016F1,1589002462643,hi3,2020-05-09 07:34:22.798926,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,84 cm,3570 mV,14 C,1 Degree,231 Times,
7849,599718,70B3D500700016F1,1589006062494,hi3,2020-05-09 08:34:22.647074,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,86 cm,3580 mV,15 C,0 Degree,232 Times,
7848,599977,70B3D500700016F1,1589009662305,hi3,2020-05-09 09:34:22.454608,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,62 cm,3590 mV,17 C,0 Degree,233 Times,
7847,600215,70B3D500700016F1,1589013262176,hi3,2020-05-09 10:34:22.322999,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,90 cm,3600 mV,21 C,1 Degree,234 Times,
7846,600713,70B3D500700016F1,1589020461719,hi3,2020-05-09 12:34:21.860717,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,86 cm,3600 mV,19 C,1 Degree,236 Times,
7845,600953,70B3D500700016F1,1589024061670,hi3,2020-05-09 13:34:21.806413,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,90 cm,3610 mV,23 C,1 Degree,237 Times,
7844,601463,70B3D500700016F1,1589031261337,hi3,2020-05-09 15:34:21.468957,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3600 mV,16 C,1 Degree,239 Times,
7843,601707,70B3D500700016F1,1589034861183,hi3,2020-05-09 16:34:21.309018,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3590 mV,16 C,0 Degree,240 Times,
7842,601963,70B3D500700016F1,1589038461014,hi3,2020-05-09 17:34:21.13673,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3590 mV,15 C,1 Degree,241 Times,
7841,602230,70B3D500700016F1,1589042060865,hi3,2020-05-09 18:34:20.984879,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3600 mV,17 C,0 Degree,242 Times,
7840,602507,70B3D500700016F1,1589045660696,hi3,2020-05-09 19:34:22.555722,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3600 mV,17 C,1 Degree,243 Times,
7839,602772,70B3D500700016F1,1589049262209,hi3,2020-05-09 20:34:22.38473,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3600 mV,16 C,1 Degree,244 Times,
7838,603023,70B3D500700016F1,1589052862060,hi3,2020-05-09 21:34:22.229198,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,86 cm,3590 mV,15 C,1 Degree,245 Times,
7837,603515,70B3D500700016F1,1589060061762,hi3,2020-05-09 23:34:21.92332,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3580 mV,15 C,0 Degree,247 Times,
7836,603763,70B3D500700016F1,1589063661613,hi3,2020-05-10 00:34:21.771831,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3580 mV,14 C,0 Degree,248 Times,
7835,604020,70B3D500700016F1,1589067261464,hi3,2020-05-10 01:34:21.61972,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3580 mV,16 C,0 Degree,249 Times,
7834,604256,70B3D500700016F1,1589070861315,hi3,2020-05-10 02:34:21.467905,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,86 cm,3580 mV,10 C,2 Degree,250 Times,
7833,604525,70B3D500700016F1,1589074461187,hi3,2020-05-10 03:34:21.333909,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3580 mV,11 C,0 Degree,251 Times,
7832,604785,70B3D500700016F1,1589078061037,hi3,2020-05-10 04:34:21.182324,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3580 mV,11 C,1 Degree,252 Times,
7831,605064,70B3D500700016F1,1589081660909,hi3,2020-05-10 05:34:21.064313,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,86 cm,3580 mV,10 C,0 Degree,253 Times,
7830,605341,70B3D500700016F1,1589085260760,hi3,2020-05-10 06:34:20.896575,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,86 cm,3560 mV,12 C,0 Degree,254 Times,
7829,605600,70B3D500700016F1,1589088860631,hi3,2020-05-10 07:34:20.763127,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,86 cm,3580 mV,13 C,0 Degree,255 Times,
7828,605845,70B3D500700016F1,1589092460482,hi3,2020-05-10 08:34:20.612647,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3600 mV,14 C,1 Degree,0 Times,
7827,606093,70B3D500700016F1,1589096060313,hi3,2020-05-10 09:34:20.438956,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3600 mV,17 C,1 Degree,1 Times,
7826,606612,70B3D500700016F1,1589103259936,hi3,2020-05-10 11:34:20.053782,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,88 cm,3630 mV,28 C,0 Degree,3 Times,
7825,606858,70B3D500700016F1,1589106859807,hi3,2020-05-10 12:34:19.920832,"['SS', 'Standalone', 'version_184']",700016f1,SENS_EVENT_MEASURE,90 cm,3630 mV,31 C,0 Degree,4 Times,
