time_stamp,Height,Temperature,Tilt,lfilter,mov_avg,min_avg,device_id,inter_pol
2020-05-09,45.833333333333336,13.875,0.9583333333333334,10.145833333333334,,,70B3D50070001750,42.91666666666667
2020-05-10,40.0,20.608695652173914,0.9565217391304348,26.333333333333336,42.91666666666667,38.44444444444444,70B3D50070001750,42.91666666666667
2020-05-11,38.69565217391305,6.826086956521739,1.0434782608695652,39.559420289855076,39.34782608695652,38.17391304347826,70B3D50070001750,39.34782608695652
2020-05-12,31.416666666666668,14.625,0.75,38.159722222222236,35.05615942028986,30.333333333333332,70B3D50070001750,35.05615942028986
2020-05-13,24.75,14.125,1.0,33.07638888888888,28.083333333333336,23.166666666666668,70B3D50070001750,28.083333333333336
2020-05-14,23.0,14.916666666666666,0.875,26.88472222222222,23.875,20.75,70B3D50070001750,23.875
2020-05-15,19.22222222222222,18.88888888888889,0.8888888888888888,23.642592592592578,21.11111111111111,16.77777777777778,70B3D50070001750,21.11111111111111
2020-05-16,,13.338210096217214,1.4181376717534406,,,,70B3D50070001750,17.646801346801347
2020-05-17,12.8,18.2,1.0,21.626666666666665,,12.0,70B3D50070001750,14.182491582491583
2020-05-18,8.636363636363637,24.5,0.9545454545454546,18.527272727272724,10.718181818181819,8.090909090909092,70B3D50070001750,10.718181818181819
2020-05-19,6.0,27.625,0.8333333333333334,12.247222222222218,7.318181818181818,4.0,70B3D50070001750,7.318181818181818
2020-05-20,6.0,26.583333333333332,0.6666666666666666,7.172222222222217,6.0,6.0,70B3D50070001750,6.0
2020-05-21,6.0,28.904761904761905,1.0,5.985714285714282,6.0,6.0,70B3D50070001750,6.0
2020-05-22,28.869565217391305,22.130434782608695,0.8260869565217391,7.468115942028982,17.434782608695652,6.0,70B3D50070001750,17.434782608695652
2020-05-23,74.69565217391305,13.173913043478262,1.1304347826086956,27.560869565217384,51.78260869565217,8.173913043478262,70B3D50070001750,51.78260869565217
2020-05-24,78.66666666666667,15.0,0.7916666666666666,55.53333333333331,76.68115942028986,56.0,70B3D50070001750,76.68115942028986
2020-05-25,95.58333333333333,18.541666666666668,0.875,78.58194444444445,87.125,56.0,70B3D50070001750,87.125
2020-05-26,111.75,20.291666666666668,0.9583333333333334,93.8125,103.66666666666667,56.916666666666664,70B3D50070001750,103.66666666666667
2020-05-27,109.33333333333333,23.708333333333332,0.75,106.06527777777774,110.54166666666667,57.75,70B3D50070001750,110.54166666666667
2020-05-28,88.63636363636364,22.045454545454547,0.8181818181818182,106.980303030303,98.9848484848485,56.0,70B3D50070001750,98.9848484848485
2020-05-29,74.66666666666667,27.666666666666668,0.5333333333333333,97.79111111111114,81.65151515151516,56.0,70B3D50070001750,81.65151515151516
2020-05-30,71.1304347826087,20.82608695652174,0.782608695652174,85.12028985507249,72.89855072463769,54.34782608695652,70B3D50070001750,72.89855072463769
2020-05-31,65.73913043478261,21.47826086956522,0.9130434782608695,72.73478260869565,68.43478260869566,55.04347826086956,70B3D50070001750,68.43478260869566
2020-06-01,66.58333333333333,25.083333333333332,0.875,67.57222222222224,66.16123188405797,56.0,70B3D50070001750,66.16123188405797
2020-06-02,65.08333333333333,27.625,0.9583333333333334,66.19583333333334,65.83333333333334,58.25,70B3D50070001750,65.83333333333334
2020-06-03,62.54545454545455,24.727272727272727,0.8181818181818182,65.65606060606059,63.814393939393945,56.0,70B3D50070001750,63.814393939393945
2020-06-04,59.083333333333336,15.041666666666666,0.875,63.22083333333334,60.81439393939395,55.583333333333336,70B3D50070001750,60.81439393939395
2020-06-05,65.73913043478261,12.434782608695652,0.8260869565217391,60.7927536231884,62.411231884057976,49.82608695652174,70B3D50070001750,62.411231884057976
2020-06-06,94.08333333333333,14.708333333333334,0.9166666666666666,66.31805555555553,79.91123188405797,47.666666666666664,70B3D50070001750,79.91123188405797
2020-06-07,126.75,17.666666666666668,1.125,89.71805555555552,110.41666666666666,58.833333333333336,70B3D50070001750,110.41666666666666
2020-06-08,116.5,18.833333333333332,0.9166666666666666,113.25555555555553,121.625,94.66666666666667,70B3D50070001750,121.625
2020-06-09,109.27272727272727,17.272727272727273,0.8181818181818182,119.2045454545454,112.88636363636363,62.36363636363637,70B3D50070001750,112.88636363636363
2020-06-10,102.95652173913044,14.695652173913043,1.0,111.8550724637681,106.11462450592884,102.6086956521739,70B3D50070001750,106.11462450592884
2020-06-11,97.75,16.375,0.9166666666666666,104.47361111111117,100.35326086956522,96.08333333333333,70B3D50070001750,100.35326086956522
2020-06-12,86.83333333333333,25.375,1.0416666666666667,97.37916666666666,92.29166666666666,61.0,70B3D50070001750,92.29166666666666
2020-06-13,77.47826086956522,28.608695652173914,1.0,90.11159420289853,82.15579710144928,56.0,70B3D50070001750,82.15579710144928
2020-06-14,70.0,19.333333333333332,0.7916666666666666,80.38888888888896,73.73913043478261,60.75,70B3D50070001750,73.73913043478261
2020-06-15,63.416666666666664,17.916666666666668,0.9166666666666666,72.2402777777778,66.70833333333333,60.0,70B3D50070001750,66.70833333333333
2020-06-16,58.608695652173914,16.391304347826086,0.9130434782608695,65.22898550724636,61.01268115942029,56.0,70B3D50070001750,61.01268115942029
2020-06-17,58.166666666666664,20.958333333333332,0.9166666666666666,60.919444444444416,58.38768115942029,55.5,70B3D50070001750,58.38768115942029
2020-06-18,53.904761904761905,22.761904761904763,0.9523809523809523,57.76507936507936,56.035714285714285,50.857142857142854,70B3D50070001750,56.035714285714285
2020-06-19,85.3913043478261,23.347826086956523,0.9130434782608695,58.798550724637686,69.648033126294,48.26086956521739,70B3D50070001750,69.648033126294
