,id,deveui,unix_time,client_id,created_at,Status,Sensor ID,Events,Height,Voltage,Temperature,Tilt,Tx Event,Messagetype
7730,598012,70B3D50070001710,1588981811418,hi3,2020-05-09 01:50:11.594943,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3580 mV,11 C,5 Degree,138 Times,
7729,598258,70B3D50070001710,1588985411229,hi3,2020-05-09 02:50:11.401426,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3580 mV,10 C,4 Degree,139 Times,
7728,598508,70B3D50070001710,1588989011040,hi3,2020-05-09 03:50:11.208588,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3580 mV,9 C,4 Degree,140 Times,
7727,598757,70B3D50070001710,1588992610871,hi3,2020-05-09 04:50:11.037824,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3580 mV,11 C,3 Degree,141 Times,
7726,599024,70B3D50070001710,1588996210702,hi3,2020-05-09 05:50:10.868323,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3590 mV,9 C,3 Degree,142 Times,
7725,599280,70B3D50070001710,1588999810513,hi3,2020-05-09 06:50:10.67328,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3580 mV,10 C,4 Degree,143 Times,
7724,599536,70B3D50070001710,1589003410345,hi3,2020-05-09 07:50:10.499849,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3590 mV,12 C,4 Degree,144 Times,
7723,599777,70B3D50070001710,1589007010156,hi3,2020-05-09 08:50:10.307719,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3600 mV,11 C,4 Degree,145 Times,
7722,600038,70B3D50070001710,1589010609967,hi3,2020-05-09 09:50:10.115574,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,118 cm,3590 mV,11 C,4 Degree,146 Times,
7721,600281,70B3D50070001710,1589014209639,hi3,2020-05-09 10:50:09.783982,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,116 cm,3610 mV,16 C,4 Degree,147 Times,
7720,600524,70B3D50070001710,1589017809569,hi3,2020-05-09 11:50:09.71177,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,116 cm,3620 mV,17 C,4 Degree,148 Times,
7719,600769,70B3D50070001710,1589021409240,hi3,2020-05-09 12:50:09.381209,"['SS', 'Standalone', 'version_184']",70001710,SENS_EVENT_MEASURE,120 cm,3610 mV,14 C,5 Degree,149 Times,
